pop1	ecotype1	pop2	ecotype2	geography	ecology	intercept	recomb_rate	ds	gene_count	linear_model_warning	n_windows_dxy	n_windows_fst	group	reg1	reg2	geography2	group2
geneva	lake	al	marine	allo	D	-2.79151148144728	-18935.2649448181	0.844883732310442	-0.197199024170762	NA	0	133	allo_D	sl	ns	allo	allo_D
geneva	lake	cl	marine	allo	D	-3.74758174744744	31870.6881162807	1.82068076979479	-0.168766207415017	NA	0	78	allo_D	sl	ns	allo	allo_D
geneva	lake	cl	white	allo	D	-3.08925468510926	284.186607944689	0.471722457247879	-0.0631191338472946	NA	0	135	allo_D	sl	ns	allo	allo_D
geneva	lake	cp	marine	allo	D	-2.40419650730427	-54003.3534962232	0.247896447398639	-0.099913011749944	NA	1	245	allo_D	sl	ns	allo	allo_D
geneva	lake	geneva	stream	para	D	-0.755934442105358	-140682.057845356	-1.62054508504799	-0.0294952024093374	NA	455	878	para_D	sl	sl	para	para_D
geneva	lake	joes	lake	allo	S	-2.96010149916328	23819.1065445928	-0.255424617069716	0.0219316643467394	NA	722	1805	allo_S	sl	bc	allo	allo_S
geneva	lake	joes	stream	allo	D	-3.0845790110461	11517.6573002407	-0.119990977347828	0.0384214966915184	NA	685	1773	allo_D	sl	bc	allo	allo_D
geneva	lake	ln	marine	allo	D	-1.89588437840459	-56652.3592493537	0.416873116407858	-0.278244525711311	NA	0	151	allo_D	sl	ns	allo	allo_D
geneva	lake	mh	marine	allo	D	-3.89013478610163	60849.6451964966	2.16374697210331	-0.406631632682844	NA	0	57	allo_D	sl	ns	allo	allo_D
geneva	lake	mh	white	allo	D	-1.63729574390248	38270.671019375	-0.185112422166673	-0.323524508961021	NA	0	38	allo_D	sl	ns	allo	allo_D
geneva	lake	misty	lake	allo	S	-2.407536049798	19839.4972555934	-0.912221552829615	0.0373620945855633	NA	807	2019	allo_S	sl	bc	allo	allo_S
geneva	lake	misty	stream	allo	D	-2.57311840573521	14377.75392927	-0.670680306412504	0.0353472768276129	NA	806	2004	allo_D	sl	bc	allo	allo_D
geneva	lake	roberts	lake	allo	S	-2.77794370047474	29869.6859854403	-0.548721903994234	0.0315228305617196	NA	814	2082	allo_S	sl	bc	allo	allo_S
