pop1 ecotype1 pop2 ecotype2 geography ecology least.cost.distance euc.distance dist.to.coast1 dist.to.coast2
stl lake litcampbell marine allo D 755.096757901762 629 17.6082564970015 3.72077939069441
stl lake ln marine allo D 12374.183548492 4862 17.6082564970015 43.5627804024789
stl lake mariager marine allo D 14843.2412953064 8089 19.1340202386015 37.7902832024181
stl lake mh marine allo D 12492.1215370883 4837 17.6082564970015 23.2791620087163
stl lake mh white allo D 12492.1215370883 4837 17.6082564970015 23.2791620087163
stl lake misty lake allo S 1036.37593234494 806 17.6082564970015 30.0015494521578
stl lake misty stream allo D 1036.37593234494 806 17.6082564970015 30.2022449210771
stl lake mud lake allo S 2835.07867837911 2595 17.6082564970015 19.2616901263323
stl lake rab marine allo D 2835.07867837911 2587 17.6082564970015 24.1135004108647
stl lake res marine allo D 2677.04554518694 2516 17.6082564970015 5.94376668715504
stl lake roberts lake allo S 933.178120911234 752 17.6082564970015 10.2596107335627
stl lake roberts stream allo D 933.178120911234 753 17.6082564970015 12.0492075753957
stl lake sk marine allo D 12388.9741754352 4853 17.6082564970015 35.9627143348956
stl lake sr marine allo D 12492.1215370883 4852 17.6082564970015 12.6560282118309
stl lake sr white allo D 12492.1215370883 4852 17.6082564970015 12.6560282118309
stl lake wc stream allo D 40.3532595077377 33 17.6082564970015 20.2170101607027
wc stream al marine allo D 12466.0731246122 4827 20.2170101607027 19.5545455227529
wc stream bea lake allo D 2848.77378630717 2654 20.2170101607027 15.1764679280707
wc stream boot lake allo D 961.086858344251 771 20.2170101607027 7.46028713650605
wc stream boot stream allo S 961.086858344251 770 20.2170101607027 8.65079081347112
wc stream cl marine allo D 12774.3742508045 4727 20.2170101607027 1.3313493302831
wc stream cl white allo D 12774.3742508045 4727 20.2170101607027 1.3313493302831
wc stream constance lake allo D 20830.2668827711 8967 20.8304936244126 309.669173746895
wc stream constance stream allo S 20830.2668827711 8965 20.8304936244126 312.874383317611
wc stream cp marine allo D 12466.0731246122 4833 20.2170101607027 10.799793169396
wc stream denmark marine allo D 14684.0293872856 8088 20.8304936244126 6.47121154776159
wc stream geneva lake allo D 18934.0560476754 8941 20.8304936244126 276.805569090188
wc stream geneva stream allo S 18934.0560476754 8960 20.8304936244126 257.985717905614
wc stream hadsten lake allo D 14976.8052508025 8156 20.8304936244126 28.1229144248713
wc stream hald lake allo D 14701.6411591797 8127 20.8304936244126 50.825958263956
wc stream japan japansea allo D 9505.74763222623 6976 20.2170101607027 5.72190050170233
wc stream japan marine allo D 9505.74763222623 6976 20.2170101607027 5.72190050170233
wc stream joes lake allo D 1054.88672938642 838 20.2170101607027 32.9738197627999
wc stream joes stream allo S 1054.88672938642 838 20.2170101607027 34.6727935777415
wc stream litcampbell marine allo D 783.005495334779 662 20.2170101607027 3.72077939069441
wc stream ln marine allo D 12402.0271054401 4885 20.2170101607027 43.5627804024789
wc stream mariager marine allo D 14871.0868183832 8122 20.8304936244126 37.7902832024181
wc stream mh marine allo D 12519.9650940364 4859 20.2170101607027 23.2791620087163
wc stream mh white allo D 12519.9650940364 4859 20.2170101607027 23.2791620087163
wc stream misty lake allo D 1064.21948929302 834 20.2170101607027 30.0015494521578
wc stream misty stream allo S 1064.21948929302 834 20.2170101607027 30.2022449210771
wc stream mud lake allo D 2862.92223532719 2617 20.2170101607027 19.2616901263323
wc stream rab marine allo D 2862.92223532719 2609 20.2170101607027 24.1135004108647
wc stream res marine allo D 2704.88910213502 2538 20.2170101607027 5.94376668715504
wc stream roberts lake allo D 961.086858344251 782 20.2170101607027 10.2596107335627
wc stream roberts stream allo S 961.086858344251 783 20.2170101607027 12.0492075753957
wc stream sk marine allo D 12416.8177323833 4876 20.2170101607027 35.9627143348956
wc stream sr marine allo D 12519.9650940364 4874 20.2170101607027 12.6560282118309
wc stream sr white allo D 12519.9650940364 4874 20.2170101607027 12.6560282118309
